HPL_used_1,0.000145022
HPL_used_0,0.000191589
MS_used_1,0.008683306
MS_used_0,0.008716855
os_licenses,0.009008718
pct_not_acc_links,0.009759307
pct_pub_avail_libs,0.01150382
licences,0.012932545
pct_strict_decl_in_conf,0.027830804
mean_CCR,0.041167809
dataset_found_0,0.046935284
pct_decl_in_conf_of_used_in_sc,0.058993542
dataset_found_1,0.066418103
mean_pylint_score,0.085631309
rdm_seed_lines,0.121002631
pct_fixed_rdm_seed,0.132206447
readme_links,0.137261528
mean_readme_length,0.221611381
